Gledis-server -config=rocksdb.conf
2014/08/29 19:12:56
 %CPU %MEM
216.4 10.6


2014/08/29 19:13:07
 %CPU %MEM
 33.8 10.6


2014/08/29 19:13:30
 %CPU %MEM
180.6  9.9


2014/08/29 19:13:40
 %CPU %MEM
 86.8  9.5


2014/08/29 19:13:50
 %CPU %MEM
  0.2  9.3


2014/08/29 19:14:00
 %CPU %MEM
 76.7  9.6


2014/08/29 19:14:10
 %CPU %MEM
232.4  9.6


2014/08/29 19:14:21
 %CPU %MEM
 77.1  9.5


2014/08/29 19:14:32
 %CPU %MEM
210.4  9.6


2014/08/29 19:14:46
 %CPU %MEM
208.2 10.0


2014/08/29 19:14:56
 %CPU %MEM
227.2 10.3


2014/08/29 19:15:07
 %CPU %MEM
 55.6 10.7


2014/08/29 19:15:17
 %CPU %MEM
259.1 10.1


2014/08/29 19:15:28
 %CPU %MEM
  0.0 10.1


2014/08/29 19:15:38
 %CPU %MEM
228.9 10.2


2014/08/29 19:15:49
 %CPU %MEM
 44.4 10.1


2014/08/29 19:16:01
 %CPU %MEM
 40.6 10.5


2014/08/29 19:16:12
 %CPU %MEM
173.4 10.8


2014/08/29 19:16:23
 %CPU %MEM
  7.4 10.4


2014/08/29 19:16:34
 %CPU %MEM
 92.6  9.9


2014/08/29 19:16:44
 %CPU %MEM
 23.5  9.8


2014/08/29 19:16:54
 %CPU %MEM
107.9  9.7


2014/08/29 19:17:04
 %CPU %MEM
108.6  9.2


2014/08/29 19:17:14
 %CPU %MEM
 22.1  9.3


2014/08/29 19:17:24
 %CPU %MEM
170.3  9.4


2014/08/29 19:17:36
 %CPU %MEM
 10.5  9.4


2014/08/29 19:17:46
 %CPU %MEM
 29.6  9.6


2014/08/29 19:17:56
 %CPU %MEM
 51.0  9.8


2014/08/29 19:18:09
 %CPU %MEM
 82.4  9.7


2014/08/29 19:18:22
 %CPU %MEM
 81.6  9.7


2014/08/29 19:18:32
 %CPU %MEM
228.6  9.8


2014/08/29 19:18:42
 %CPU %MEM
204.3  9.7


2014/08/29 19:18:52
 %CPU %MEM
191.4  9.7


2014/08/29 19:19:02
 %CPU %MEM
 59.0  9.5


2014/08/29 19:19:14
 %CPU %MEM
 61.9  9.6


2014/08/29 19:19:26
 %CPU %MEM
 16.3  9.2


2014/08/29 19:19:36
 %CPU %MEM
182.5  9.1


2014/08/29 19:19:47
 %CPU %MEM
200.4  9.4


2014/08/29 19:19:57
 %CPU %MEM
157.2  8.9


2014/08/29 19:20:07
 %CPU %MEM
 56.7  9.1


2014/08/29 19:20:17
 %CPU %MEM
 63.1  9.4


2014/08/29 19:20:27
 %CPU %MEM
 91.3  9.6


2014/08/29 19:20:37
 %CPU %MEM
121.5  9.7


2014/08/29 19:20:47
 %CPU %MEM
206.0  9.6


2014/08/29 19:20:57
 %CPU %MEM
 90.7  9.6


2014/08/29 19:21:07
 %CPU %MEM
 80.4  9.9


2014/08/29 19:21:17
 %CPU %MEM
 13.0 10.0


2014/08/29 19:21:27
 %CPU %MEM
  0.1 10.1


2014/08/29 19:21:38
 %CPU %MEM
 62.0  9.9


2014/08/29 19:21:48
 %CPU %MEM
 22.7  9.9


2014/08/29 19:22:05
 %CPU %MEM
  0.1  9.9


2014/08/29 19:22:19
 %CPU %MEM
  2.7  9.9


2014/08/29 19:22:29
 %CPU %MEM
144.3 10.0


2014/08/29 19:22:39
 %CPU %MEM
  7.6  9.8


2014/08/29 19:22:49
 %CPU %MEM
 22.6  9.9


2014/08/29 19:22:59
 %CPU %MEM
  0.0  9.9


2014/08/29 19:23:09
 %CPU %MEM
192.7 10.0


2014/08/29 19:23:19
 %CPU %MEM
188.2 10.0


2014/08/29 19:23:29
 %CPU %MEM
165.2 10.0


2014/08/29 19:23:39
 %CPU %MEM
175.6 10.0


2014/08/29 19:23:49
 %CPU %MEM
190.1 10.0


2014/08/29 19:23:59
 %CPU %MEM
 68.7 10.0


2014/08/29 19:24:09
 %CPU %MEM
 12.1 10.1


2014/08/29 19:24:19
 %CPU %MEM
 64.8  9.9


2014/08/29 19:24:29
 %CPU %MEM
 64.6  9.9


2014/08/29 19:24:39
 %CPU %MEM
 95.3 10.0


2014/08/29 19:24:50
 %CPU %MEM
 14.0 10.0


2014/08/29 19:25:00
 %CPU %MEM
 16.8 10.1


2014/08/29 19:25:10
 %CPU %MEM
  3.7 10.2


2014/08/29 19:25:20
 %CPU %MEM
 75.3 10.0


2014/08/29 19:25:30
 %CPU %MEM
220.5 10.2


2014/08/29 19:25:40
 %CPU %MEM
155.3 10.3


2014/08/29 19:25:50
 %CPU %MEM
189.5 10.2


2014/08/29 19:26:00
 %CPU %MEM
193.7 10.3


2014/08/29 19:26:10
 %CPU %MEM
190.9 10.3


2014/08/29 19:26:20
 %CPU %MEM
176.1 10.3


2014/08/29 19:26:30
 %CPU %MEM
196.2 10.3


2014/08/29 19:26:40
 %CPU %MEM
193.5 10.3


2014/08/29 19:26:50
 %CPU %MEM
190.3 10.3


2014/08/29 19:27:00
 %CPU %MEM
185.0 10.3


2014/08/29 19:27:10
 %CPU %MEM
191.2 10.3


2014/08/29 19:27:20
 %CPU %MEM
230.8 10.3


2014/08/29 19:27:30
 %CPU %MEM
 33.9 10.0


2014/08/29 19:27:40
 %CPU %MEM
173.9 10.0


2014/08/29 19:27:51
 %CPU %MEM
 37.1  9.9


2014/08/29 19:28:01
 %CPU %MEM
238.0 10.0


2014/08/29 19:28:11
 %CPU %MEM
229.7 10.2


2014/08/29 19:28:21
 %CPU %MEM
200.1 10.3


2014/08/29 19:28:31
 %CPU %MEM
196.5 10.4


2014/08/29 19:28:42
 %CPU %MEM
196.3 10.4


2014/08/29 19:28:52
 %CPU %MEM
195.6 10.4


2014/08/29 19:29:02
 %CPU %MEM
190.3 10.4


2014/08/29 19:29:12
 %CPU %MEM
192.5 10.4


2014/08/29 19:29:22
 %CPU %MEM
168.8 10.4


2014/08/29 19:29:32
 %CPU %MEM
193.8 10.4


2014/08/29 19:29:42
 %CPU %MEM
190.6 10.4


2014/08/29 19:29:52
 %CPU %MEM
157.1 10.4


2014/08/29 19:30:02
 %CPU %MEM
 17.8 10.5


2014/08/29 19:30:12
 %CPU %MEM
 16.8 10.2


2014/08/29 19:30:22
 %CPU %MEM
 58.6  9.9


2014/08/29 19:30:32
 %CPU %MEM
149.7 10.0


2014/08/29 19:30:42
 %CPU %MEM
 64.3 10.1


2014/08/29 19:30:52
 %CPU %MEM
190.5 10.3


2014/08/29 19:31:02
 %CPU %MEM
193.3 10.4


2014/08/29 19:31:12
 %CPU %MEM
196.9 10.4


2014/08/29 19:31:22
 %CPU %MEM
192.6 10.4


2014/08/29 19:31:32
 %CPU %MEM
188.2 10.4


2014/08/29 19:31:42
 %CPU %MEM
193.0 10.5


2014/08/29 19:31:52
 %CPU %MEM
190.7 10.5


2014/08/29 19:32:02
 %CPU %MEM
188.3 10.5


2014/08/29 19:32:12
 %CPU %MEM
  0.4 10.5


2014/08/30 08:33:24
 %CPU %MEM
109.3 10.5


2014/08/30 08:33:34
 %CPU %MEM
134.8 10.5


2014/08/30 08:33:44
 %CPU %MEM
 74.9 10.5


2014/08/30 08:33:55
 %CPU %MEM
 55.8 10.5


2014/08/30 08:34:05
 %CPU %MEM
 38.1 10.2


2014/08/30 08:34:15
 %CPU %MEM
113.2 10.1


2014/08/30 08:34:25
 %CPU %MEM
207.2 10.1


2014/08/30 08:34:35
 %CPU %MEM
 54.0 10.2


2014/08/30 08:34:45
 %CPU %MEM
 58.1 10.3


2014/08/30 08:34:55
 %CPU %MEM
 14.5 10.4


2014/08/30 08:35:05
 %CPU %MEM
 33.7 10.4


2014/08/30 08:35:15
 %CPU %MEM
180.9 10.6


2014/08/30 08:35:26
 %CPU %MEM
 11.8 10.6


2014/08/30 08:35:36
 %CPU %MEM
182.5 10.6


2014/08/30 08:35:46
 %CPU %MEM
184.4 10.6


2014/08/30 08:35:56
 %CPU %MEM
186.4 10.6


2014/08/30 08:36:06
 %CPU %MEM
191.0 10.6


2014/08/30 08:36:16
 %CPU %MEM
 62.6 10.6


2014/08/30 08:36:26
 %CPU %MEM
141.7 10.6


2014/08/30 08:36:36
 %CPU %MEM
191.1 10.6


2014/08/30 08:36:46
 %CPU %MEM
 44.7 10.6


2014/08/30 08:36:56
 %CPU %MEM
183.5 10.6


2014/08/30 08:37:06
 %CPU %MEM
226.3 10.7


2014/08/30 08:37:16
 %CPU %MEM
188.8 10.4


2014/08/30 08:37:26
 %CPU %MEM
 47.6 10.3


2014/08/30 08:37:36
 %CPU %MEM
147.4 10.3


2014/08/30 08:37:46
 %CPU %MEM
217.4 10.5


2014/08/30 08:37:56
 %CPU %MEM
134.3 10.7


2014/08/30 08:38:06
 %CPU %MEM
231.8 10.9


2014/08/30 08:38:17
 %CPU %MEM
 23.1 11.1


2014/08/30 08:38:27
 %CPU %MEM
187.5 10.8


2014/08/30 08:38:37
 %CPU %MEM
176.9 10.8


2014/08/30 08:38:47
 %CPU %MEM
146.5 10.8


2014/08/30 08:38:57
 %CPU %MEM
 55.8 10.8


2014/08/30 08:39:07
 %CPU %MEM
139.4 10.8


2014/08/30 08:39:17
 %CPU %MEM
158.4 10.8


2014/08/30 08:39:27
 %CPU %MEM
172.2 10.8


2014/08/30 08:39:37
 %CPU %MEM
173.9 10.8


2014/08/30 08:39:47
 %CPU %MEM
172.8 10.8


2014/08/30 08:39:57
 %CPU %MEM
178.4 10.8


2014/08/30 08:40:07
 %CPU %MEM
166.2 10.8


2014/08/30 08:40:17
 %CPU %MEM
 22.9 10.6


2014/08/30 08:40:28
 %CPU %MEM
  0.0 10.6


2014/08/30 08:40:38
 %CPU %MEM
224.9 10.5


2014/08/30 08:40:48
 %CPU %MEM
 12.4 10.5


2014/08/30 08:40:58
 %CPU %MEM
 40.6 10.6


2014/08/30 08:41:08
 %CPU %MEM
 38.5 10.6


2014/08/30 08:41:18
 %CPU %MEM
 69.3 10.7


2014/08/30 08:41:28
 %CPU %MEM
 44.6 10.9


2014/08/30 08:41:41
 %CPU %MEM
  3.7 11.1


2014/08/30 08:41:51
 %CPU %MEM
 11.7 11.3


2014/08/30 08:42:01
 %CPU %MEM
144.8 10.5


2014/08/30 08:42:11
 %CPU %MEM
134.7 10.8


2014/08/30 08:42:21
 %CPU %MEM
157.6 11.0


2014/08/30 08:42:31
 %CPU %MEM
182.9 10.7


2014/08/30 08:42:41
 %CPU %MEM
145.3 10.8


2014/08/30 08:42:51
 %CPU %MEM
183.8 10.8


2014/08/30 08:43:01
 %CPU %MEM
177.4 10.8


2014/08/30 08:43:11
 %CPU %MEM
184.9 10.9


2014/08/30 08:43:21
 %CPU %MEM
102.2 10.9


2014/08/30 08:43:31
 %CPU %MEM
 13.3 10.9


2014/08/30 08:43:41
 %CPU %MEM
 96.3 10.8


2014/08/30 08:43:51
 %CPU %MEM
248.8 10.3


2014/08/30 08:44:01
 %CPU %MEM
 20.6 10.4


2014/08/30 08:44:11
 %CPU %MEM
 24.9 10.5


2014/08/30 08:44:21
 %CPU %MEM
184.2 10.6


2014/08/30 08:44:31
 %CPU %MEM
 54.5 10.8


2014/08/30 08:44:42
 %CPU %MEM
 11.4 10.9


2014/08/30 08:44:52
 %CPU %MEM
 67.8 11.0


2014/08/30 08:45:02
 %CPU %MEM
 61.0 11.0


2014/08/30 08:45:12
 %CPU %MEM
107.1 11.1


2014/08/30 08:45:22
 %CPU %MEM
 40.1 11.1


2014/08/30 08:45:32
 %CPU %MEM
181.6 11.1


2014/08/30 08:45:42
 %CPU %MEM
137.2 11.1


2014/08/30 08:45:52
 %CPU %MEM
125.1 11.1


2014/08/30 08:46:02
 %CPU %MEM
196.5 11.1


2014/08/30 08:46:12
 %CPU %MEM
189.6 11.1


2014/08/30 08:46:22
 %CPU %MEM
104.8 11.2


2014/08/30 08:46:33
 %CPU %MEM
 87.9 11.3


2014/08/30 08:46:44
 %CPU %MEM
 81.7 11.5


2014/08/30 08:46:55
 %CPU %MEM
 23.6 10.6


2014/08/30 08:47:07
 %CPU %MEM
 60.9 10.7


2014/08/30 08:47:20
 %CPU %MEM
 32.0 10.4


2014/08/30 08:47:32
 %CPU %MEM
 21.7 10.3


2014/08/30 08:47:42
 %CPU %MEM
232.3 10.4


2014/08/30 08:47:52
 %CPU %MEM
116.1 10.4


2014/08/30 08:48:04
 %CPU %MEM
165.8 10.6


2014/08/30 08:48:14
 %CPU %MEM
213.5 10.3


2014/08/30 08:48:25
 %CPU %MEM
216.1 10.2


2014/08/30 08:48:35
 %CPU %MEM
171.2 10.0


2014/08/30 08:48:47
 %CPU %MEM
  6.9 10.1


2014/08/30 08:48:57
 %CPU %MEM
111.3 10.1


2014/08/30 08:49:10
 %CPU %MEM
 69.7  9.7


2014/08/30 08:49:21
 %CPU %MEM
 72.2  9.6


2014/08/30 08:49:33
 %CPU %MEM
 74.2  9.5


2014/08/30 08:49:44
 %CPU %MEM
133.4  9.3


2014/08/30 08:49:54
 %CPU %MEM
192.6  9.6


2014/08/30 08:50:06
 %CPU %MEM
 86.9  8.6


2014/08/30 08:50:16
 %CPU %MEM
 66.8  8.2


2014/08/30 08:50:27
 %CPU %MEM
 44.1  7.1


2014/08/30 08:50:37
 %CPU %MEM
163.2  6.6


2014/08/30 08:50:47
 %CPU %MEM
172.7  6.5


2014/08/30 08:50:57
 %CPU %MEM
158.5  6.6


2014/08/30 08:51:07
 %CPU %MEM
166.7  6.6


2014/08/30 08:51:17
 %CPU %MEM
 33.7  6.3


2014/08/30 08:51:27
 %CPU %MEM
204.8  6.4


2014/08/30 08:51:37
 %CPU %MEM
168.8  6.8


2014/08/30 08:51:49
 %CPU %MEM
174.9  6.9


2014/08/30 08:51:59
 %CPU %MEM
 43.2  7.0


2014/08/30 08:52:09
 %CPU %MEM
177.1  6.8


2014/08/30 08:52:21
 %CPU %MEM
 54.3  6.9


2014/08/30 08:52:32
 %CPU %MEM
 81.7  6.7


2014/08/30 08:52:42
 %CPU %MEM
170.9  6.3


2014/08/30 08:52:52
 %CPU %MEM
208.4  6.5


2014/08/30 08:53:02
 %CPU %MEM
  0.0  6.5


2014/08/30 08:53:12
 %CPU %MEM
 39.9  6.7


2014/08/30 08:53:22
 %CPU %MEM
156.1  6.9


2014/08/30 08:53:32
 %CPU %MEM
109.6  7.1


2014/08/30 08:53:42
 %CPU %MEM
 14.2  7.1


2014/08/30 08:53:53
 %CPU %MEM
189.9  6.6


2014/08/30 08:54:03
 %CPU %MEM
142.2  6.2


2014/08/30 08:54:13
 %CPU %MEM
191.8  6.5


2014/08/30 08:54:23
 %CPU %MEM
137.7  6.7


2014/08/30 08:54:33
 %CPU %MEM
180.2  6.8


2014/08/30 08:54:43
 %CPU %MEM
196.0  6.6


2014/08/30 08:54:53
 %CPU %MEM
121.1  6.7


2014/08/30 08:55:03
 %CPU %MEM
134.0  6.7


2014/08/30 08:55:13
 %CPU %MEM
180.4  6.7


2014/08/30 08:55:24
 %CPU %MEM
 40.3  6.9


2014/08/30 08:55:34
 %CPU %MEM
164.7  6.9


2014/08/30 08:55:44
 %CPU %MEM
 45.5  6.9


2014/08/30 08:55:54
 %CPU %MEM
 79.0  6.8


2014/08/30 08:56:04
 %CPU %MEM
199.3  7.0


2014/08/30 08:56:14
 %CPU %MEM
176.0  7.2


2014/08/30 08:56:26
 %CPU %MEM
 54.3  6.7


2014/08/30 08:56:36
 %CPU %MEM
172.2  7.1


2014/08/30 08:56:46
 %CPU %MEM
135.5  7.2


2014/08/30 08:56:56
 %CPU %MEM
187.7  7.4


2014/08/30 08:57:06
 %CPU %MEM
 40.1  7.7


2014/08/30 08:57:26
 %CPU %MEM
 46.4  7.6


2014/08/30 08:57:37
 %CPU %MEM
 84.8  7.7


2014/08/30 08:57:48
 %CPU %MEM
  5.5  7.4


2014/08/30 08:57:58
 %CPU %MEM
  9.1  7.5


2014/08/30 08:58:09
 %CPU %MEM
145.4  7.6


2014/08/30 08:58:30
 %CPU %MEM
 30.8  7.9


2014/08/30 08:58:40
 %CPU %MEM
119.3  8.0


2014/08/30 08:58:50
 %CPU %MEM
171.8  8.2


2014/08/30 08:59:00
 %CPU %MEM
181.9  8.6


2014/08/30 08:59:10
 %CPU %MEM
122.8  9.1


2014/08/30 08:59:20
 %CPU %MEM
175.8  9.3


2014/08/30 08:59:30
 %CPU %MEM
177.0  9.5


2014/08/30 08:59:40
 %CPU %MEM
133.7  9.7


2014/08/30 08:59:50
 %CPU %MEM
187.5  9.9


2014/08/30 09:00:00
 %CPU %MEM
176.4 10.1


2014/08/30 09:00:10
 %CPU %MEM
178.1 10.1


2014/08/30 09:00:20
 %CPU %MEM
183.6 10.3


2014/08/30 09:00:30
 %CPU %MEM
186.9 10.4


2014/08/30 09:00:40
 %CPU %MEM
 45.2 10.4


2014/08/30 09:00:50
 %CPU %MEM
184.2 10.4


2014/08/30 09:01:00
 %CPU %MEM
185.6 10.4


2014/08/30 09:01:10
 %CPU %MEM
 42.4 10.4


2014/08/30 09:01:20
 %CPU %MEM
 45.3 10.1


2014/08/30 09:01:30
 %CPU %MEM
 20.5 10.2


2014/08/30 09:01:40
 %CPU %MEM
 57.1 10.1


2014/08/30 09:01:51
 %CPU %MEM
197.0 10.2


2014/08/30 09:02:01
 %CPU %MEM
202.6 10.3


2014/08/30 09:02:11
 %CPU %MEM
 28.7 10.4


2014/08/30 09:02:21
 %CPU %MEM
222.5 10.4


2014/08/30 09:02:31
 %CPU %MEM
190.6 10.6


2014/08/30 09:02:41
 %CPU %MEM
168.5 10.7


2014/08/30 09:02:51
 %CPU %MEM
176.9 10.7


2014/08/30 09:03:01
 %CPU %MEM
190.5 10.7


2014/08/30 09:03:11
 %CPU %MEM
119.6 10.7


2014/08/30 09:03:21
 %CPU %MEM
191.4 10.7


2014/08/30 09:03:31
 %CPU %MEM
179.2 10.7


2014/08/30 09:03:41
 %CPU %MEM
186.3 10.7


2014/08/30 09:03:51
 %CPU %MEM
185.0 10.8


2014/08/30 09:04:01
 %CPU %MEM
182.5 10.8


2014/08/30 09:04:11
 %CPU %MEM
188.1 10.8


2014/08/30 09:04:21
 %CPU %MEM
 81.8 10.8


2014/08/30 09:04:31
 %CPU %MEM
 93.2 10.8


2014/08/30 09:04:41
 %CPU %MEM
  9.6 10.5


2014/08/30 09:04:51
 %CPU %MEM
 22.0 10.4


2014/08/30 09:05:01
 %CPU %MEM
 94.7 10.5


2014/08/30 09:05:11
 %CPU %MEM
 14.5 10.5


2014/08/30 09:05:21
 %CPU %MEM
 42.6 10.6


2014/08/30 09:05:31
 %CPU %MEM
227.8 10.6


2014/08/30 09:05:41
 %CPU %MEM
153.7 10.8


2014/08/30 09:05:51
 %CPU %MEM
193.0 10.9


2014/08/30 09:06:01
 %CPU %MEM
 27.6 11.0


2014/08/30 09:06:11
 %CPU %MEM
152.8 11.0


2014/08/30 09:06:22
 %CPU %MEM
187.0 11.0


2014/08/30 09:06:32
 %CPU %MEM
183.8 10.9


2014/08/30 09:06:42
 %CPU %MEM
179.0 10.9


2014/08/30 09:06:52
 %CPU %MEM
180.1 10.9


2014/08/30 09:07:02
 %CPU %MEM
194.2 10.9


2014/08/30 09:07:12
 %CPU %MEM
191.2 10.9


2014/08/30 09:07:22
 %CPU %MEM
184.5 11.0


2014/08/30 09:07:32
 %CPU %MEM
208.0 11.0


2014/08/30 09:07:42
 %CPU %MEM
  0.1 10.6


2014/08/30 09:07:53
 %CPU %MEM
  0.4 10.4


2014/08/30 09:08:03
 %CPU %MEM
109.1 10.4


2014/08/30 09:08:13
 %CPU %MEM
 75.8 10.5


2014/08/30 09:08:23
 %CPU %MEM
 77.0 10.6


2014/08/30 09:08:33
 %CPU %MEM
 39.7 10.7


2014/08/30 09:08:43
 %CPU %MEM
165.3 10.9


2014/08/30 09:08:53
 %CPU %MEM
235.8 11.0


2014/08/30 09:09:03
 %CPU %MEM
 20.0 11.1


2014/08/30 09:09:13
 %CPU %MEM
193.2 11.0


2014/08/30 09:09:23
 %CPU %MEM
182.7 11.0


2014/08/30 09:09:33
 %CPU %MEM
183.1 11.0


2014/08/30 09:09:43
 %CPU %MEM
101.7 11.0


2014/08/30 09:09:53
 %CPU %MEM
181.1 11.0


2014/08/30 09:10:03
 %CPU %MEM
176.7 11.0


2014/08/30 09:10:13
 %CPU %MEM
 73.2 11.0


2014/08/30 09:10:23
 %CPU %MEM
152.5 11.0


2014/08/30 09:10:33
 %CPU %MEM
186.3 11.0


2014/08/30 09:10:43
 %CPU %MEM
183.7 11.1


2014/08/30 09:10:53
 %CPU %MEM
 24.1 11.0


2014/08/30 09:11:04
 %CPU %MEM
 51.9 10.7


2014/08/30 09:11:14
 %CPU %MEM
 23.4 10.7


2014/08/30 09:11:24
 %CPU %MEM
 23.8 10.8


2014/08/30 09:11:34
 %CPU %MEM
 39.2 10.8


2014/08/30 09:11:44
 %CPU %MEM
240.3 10.8


2014/08/30 09:11:54
 %CPU %MEM
 17.1 10.9


2014/08/30 09:12:04
 %CPU %MEM
182.5 11.1


2014/08/30 09:12:14
 %CPU %MEM
100.0 11.1


2014/08/30 09:12:24
 %CPU %MEM
 42.4 11.3


2014/08/30 09:12:34
 %CPU %MEM
246.3 11.4


2014/08/30 09:12:44
 %CPU %MEM
 29.1 11.3


2014/08/30 09:12:54
 %CPU %MEM
104.0 10.8


2014/08/30 09:13:04
 %CPU %MEM
189.8 11.1


2014/08/30 09:13:24
 %CPU %MEM
169.4 11.2


2014/08/30 09:13:34
 %CPU %MEM
188.9 11.2


2014/08/30 09:13:44
 %CPU %MEM
174.7 11.2


2014/08/30 09:13:54
 %CPU %MEM
181.1 11.2


2014/08/30 09:14:04
 %CPU %MEM
172.3 11.2


2014/08/30 09:14:14
 %CPU %MEM
188.3 11.2


2014/08/30 09:14:24
 %CPU %MEM
 80.3 11.2


2014/08/30 09:14:44
 %CPU %MEM
  0.0 10.6


2014/08/30 09:14:54
 %CPU %MEM
 19.8 10.7


2014/08/30 09:15:14
 %CPU %MEM
 46.2 10.9


2014/08/30 09:15:24
 %CPU %MEM
 15.7 11.0


2014/08/30 09:15:35
 %CPU %MEM
 13.5 11.1


2014/08/30 09:15:45
 %CPU %MEM
  5.1 11.2


2014/08/30 09:15:55
 %CPU %MEM
 31.8 11.4


2014/08/30 09:16:05
 %CPU %MEM
190.9 11.1


2014/08/30 09:16:15
 %CPU %MEM
188.1 11.1


2014/08/30 09:16:25
 %CPU %MEM
187.4 11.2


2014/08/30 09:16:35
 %CPU %MEM
184.9 11.1


2014/08/30 09:16:46
 %CPU %MEM
195.6 11.2


2014/08/30 09:16:56
 %CPU %MEM
189.4 11.2


2014/08/30 09:17:06
 %CPU %MEM
187.3 11.2


2014/08/30 09:17:16
 %CPU %MEM
187.1 11.3


2014/08/30 09:17:26
 %CPU %MEM
185.6 11.3


2014/08/30 09:17:36
 %CPU %MEM
 86.6 11.3


2014/08/30 09:17:46
 %CPU %MEM
175.0 11.3


2014/08/30 09:17:56
 %CPU %MEM
 85.7 11.3


2014/08/30 09:18:06
 %CPU %MEM
 68.4 11.0


2014/08/30 09:18:19
 %CPU %MEM
  0.4 10.9


2014/08/30 09:18:30
 %CPU %MEM
  6.8 10.9


2014/08/30 09:18:40
 %CPU %MEM
157.8 11.0


2014/08/30 09:18:50
 %CPU %MEM
 98.4 11.2


2014/08/30 09:19:00
 %CPU %MEM
 11.1 11.4


2014/08/30 09:19:10
 %CPU %MEM
198.5 11.5


2014/08/30 09:19:21
 %CPU %MEM
152.8 11.6


2014/08/30 09:19:31
 %CPU %MEM
 12.6 11.8


2014/08/30 09:19:41
 %CPU %MEM
170.7 11.6


2014/08/30 09:19:51
 %CPU %MEM
161.3 11.6


2014/08/30 09:20:01
 %CPU %MEM
168.8 11.6


2014/08/30 09:20:11
 %CPU %MEM
173.1 11.5


2014/08/30 09:20:21
 %CPU %MEM
183.4 11.5


2014/08/30 09:20:31
 %CPU %MEM
182.2 11.5


2014/08/30 09:20:41
 %CPU %MEM
215.6 11.6


2014/08/30 09:20:51
 %CPU %MEM
183.4 11.6


2014/08/30 09:21:01
 %CPU %MEM
160.3 11.6


2014/08/30 09:21:11
 %CPU %MEM
120.3 11.6


2014/08/30 09:21:21
 %CPU %MEM
112.8 11.6


2014/08/30 09:21:31
 %CPU %MEM
185.0 11.6


2014/08/30 09:21:41
 %CPU %MEM
173.2 11.8


2014/08/30 09:21:51
 %CPU %MEM
165.9 11.8


2014/08/30 09:22:01
 %CPU %MEM
147.1 11.8


2014/08/30 09:22:11
 %CPU %MEM
218.3 11.7


2014/08/30 09:22:21
 %CPU %MEM
146.4 11.8


2014/08/30 09:22:32
 %CPU %MEM
 10.6 12.0


2014/08/30 09:22:43
 %CPU %MEM
 28.9 11.5


2014/08/30 09:22:53
 %CPU %MEM
 64.0 11.8


2014/08/30 09:23:04
 %CPU %MEM
132.6 12.2


2014/08/30 09:23:14
 %CPU %MEM
159.4 12.4


2014/08/30 09:23:24
 %CPU %MEM
 47.5 12.6


2014/08/30 09:23:35
 %CPU %MEM
 54.5 12.4


2014/08/30 09:23:45
 %CPU %MEM
 14.0 11.0


2014/08/30 09:23:56
 %CPU %MEM
145.2 11.0


2014/08/30 09:24:06
 %CPU %MEM
103.4 10.7


2014/08/30 09:24:16
 %CPU %MEM
 73.4  9.7


2014/08/30 09:24:27
 %CPU %MEM
 19.9  9.3


2014/08/30 09:24:38
 %CPU %MEM
 78.7  8.7


2014/08/30 09:24:49
 %CPU %MEM
 11.1  7.3


2014/08/30 09:25:02
 %CPU %MEM
 91.6  6.8


2014/08/30 09:25:12
 %CPU %MEM
 71.8  6.7


2014/08/30 09:25:23
 %CPU %MEM
184.7  6.9


2014/08/30 09:25:34
 %CPU %MEM
183.8  6.9


2014/08/30 09:25:46
 %CPU %MEM
 15.7  6.9


2014/08/30 09:25:57
 %CPU %MEM
151.1  7.0


2014/08/30 09:26:08
 %CPU %MEM
 99.4  7.2


2014/08/30 09:26:18
 %CPU %MEM
 26.6  6.5


2014/08/30 09:26:28
 %CPU %MEM
 52.7  6.7


2014/08/30 09:26:38
