Gledis-server -config=rocksdb.conf
 33.3 10.7


2014/08/29 19:08:53
 %CPU %MEM
230.6 10.6


2014/08/29 19:09:03
 %CPU %MEM
 28.8 10.5


2014/08/29 19:09:13
 %CPU %MEM
254.1 10.5


2014/08/29 19:09:23
 %CPU %MEM
 87.1 10.5


2014/08/29 19:09:33
 %CPU %MEM
219.3 10.6


2014/08/29 19:09:43
 %CPU %MEM
180.1 10.8


2014/08/29 19:09:53
 %CPU %MEM
195.2 10.8


2014/08/29 19:10:03
 %CPU %MEM
193.7 10.8


2014/08/29 19:10:13
 %CPU %MEM
201.3 10.8


2014/08/29 19:10:23
 %CPU %MEM
192.9 10.8


2014/08/29 19:10:33
 %CPU %MEM
185.6 10.8


2014/08/29 19:10:43
 %CPU %MEM
143.7 10.9


2014/08/29 19:10:53
 %CPU %MEM
191.7 10.9


2014/08/29 19:11:03
 %CPU %MEM
184.8 10.9


2014/08/29 19:11:13
 %CPU %MEM
 54.4 10.9


2014/08/29 19:11:25
 %CPU %MEM
 48.6 11.0


2014/08/29 19:11:35
 %CPU %MEM
 38.2 11.0


2014/08/29 19:11:45
 %CPU %MEM
 39.2 11.0


2014/08/29 19:11:55
 %CPU %MEM
110.5 11.2


2014/08/29 19:12:05
 %CPU %MEM
192.6 11.1


2014/08/29 19:12:15
 %CPU %MEM
207.2 11.3


2014/08/29 19:12:25
 %CPU %MEM
204.7 11.2


2014/08/29 19:12:36
 %CPU %MEM
178.4 11.1


2014/08/29 19:12:46
 %CPU %MEM
207.7 10.8


